date,category,amount,description,payment_method,note,date_obj,month,day,weekday
2024-05-31,Groceries,2549,Supermarket,Card,,2024-05-31,2024-05,31,Friday
2024-05-31,Food & Dining,747,Lunch,Cash,,2024-05-31,2024-05,31,Friday
2024-05-31,Entertainment,714,Movie,UPI,,2024-05-31,2024-05,31,Friday
2024-05-31,Groceries,1513,Fruits,UPI,,2024-05-31,2024-05,31,Friday
2024-05-31,Food & Dining,376,Restaurant - Bill,Card,,2024-05-31,2024-05,31,Friday
2024-06-01,Groceries,2760,Weekly shopping,UPI,,2024-06-01,2024-06,1,Saturday
2024-06-01,Groceries,1775,Fruits,Card,,2024-06-01,2024-06,1,Saturday
2024-06-01,Food & Dining,850,Cafe,Cash,,2024-06-01,2024-06,1,Saturday
2024-06-01,Bills & Utilities,3446,Water,Cash,,2024-06-01,2024-06,1,Saturday
2024-06-02,Food & Dining,248,Lunch,Cash,,2024-06-02,2024-06,2,Sunday
2024-06-03,Food & Dining,495,Coffee,Cash,,2024-06-03,2024-06,3,Monday
2024-06-04,Food & Dining,348,Dinner - Bill,Card,Planned expense,2024-06-04,2024-06,4,Tuesday
2024-06-05,Groceries,478,Weekly shopping - Expense,UPI,,2024-06-05,2024-06,5,Wednesday
2024-06-05,Bills & Utilities,2635,Mobile Recharge,Cash,,2024-06-05,2024-06,5,Wednesday
2024-06-06,Food & Dining,569,Snacks,Card,,2024-06-06,2024-06,6,Thursday
2024-06-06,Transport,234,Fuel,UPI,,2024-06-06,2024-06,6,Thursday
2024-06-06,Food & Dining,543,Lunch - Bill,Net Banking,,2024-06-06,2024-06,6,Thursday
2024-06-08,Entertainment,2771,OTT Subscription,Card,,2024-06-08,2024-06,8,Saturday
2024-06-09,Food & Dining,987,Coffee,Cash,,2024-06-09,2024-06,9,Sunday
2024-06-09,Shopping,13368,Shoes - Bill,Card,,2024-06-09,2024-06,9,Sunday
2024-06-09,Shopping,5106,Amazon,Card,,2024-06-09,2024-06,9,Sunday
2024-06-09,Groceries,2106,Supermarket,Cash,,2024-06-09,2024-06,9,Sunday
2024-06-09,Shopping,9776,Clothes,UPI,Monthly expense,2024-06-09,2024-06,9,Sunday
2024-06-10,Bills & Utilities,2088,Gas Bill - Expense,Card,,2024-06-10,2024-06,10,Monday
2024-06-10,Food & Dining,175,Cafe,UPI,,2024-06-10,2024-06,10,Monday
2024-06-10,Food & Dining,421,Lunch - Expense,UPI,,2024-06-10,2024-06,10,Monday
2024-06-11,Groceries,1407,Groceries,Card,,2024-06-11,2024-06,11,Tuesday
2024-06-11,Bills & Utilities,3657,Water,Cash,Planned expense,2024-06-11,2024-06,11,Tuesday
2024-06-11,Other,139,Gift,Card,,2024-06-11,2024-06,11,Tuesday
2024-06-11,Transport,186,Taxi,Cash,,2024-06-11,2024-06,11,Tuesday
2024-06-11,Bills & Utilities,1498,Internet,Cash,,2024-06-11,2024-06,11,Tuesday
2024-06-11,Food & Dining,612,Snacks,UPI,,2024-06-11,2024-06,11,Tuesday
2024-06-12,Food & Dining,498,Dinner - Payment,UPI,,2024-06-12,2024-06,12,Wednesday
2024-06-13,Other,867,Misc,UPI,,2024-06-13,2024-06,13,Thursday
2024-06-13,Healthcare,1282,Pharmacy - Purchase,UPI,,2024-06-13,2024-06,13,Thursday
2024-06-13,Groceries,1107,Groceries,Card,,2024-06-13,2024-06,13,Thursday
2024-06-14,Food & Dining,193,Lunch,UPI,,2024-06-14,2024-06,14,Friday
2024-06-14,Other,825,Gift - Purchase,Card,,2024-06-14,2024-06,14,Friday
2024-06-14,Entertainment,1534,Netflix,UPI,,2024-06-14,2024-06,14,Friday
2024-06-14,Groceries,465,Fruits - Payment,Cash,,2024-06-14,2024-06,14,Friday
2024-06-14,Groceries,454,Supermarket,Cash,,2024-06-14,2024-06,14,Friday
2024-06-14,Shopping,8903,Shoes,UPI,,2024-06-14,2024-06,14,Friday
2024-06-15,Entertainment,1217,Concert,Cash,,2024-06-15,2024-06,15,Saturday
2024-06-15,Shopping,7795,Flipkart,UPI,,2024-06-15,2024-06,15,Saturday
2024-06-16,Food & Dining,661,Cafe,UPI,,2024-06-16,2024-06,16,Sunday
2024-06-17,Shopping,1114,Accessories,Card,,2024-06-17,2024-06,17,Monday
2024-06-17,Healthcare,1688,Doctor - Expense,UPI,,2024-06-17,2024-06,17,Monday
2024-06-19,Other,654,Donation,Card,,2024-06-19,2024-06,19,Wednesday
2024-06-20,Bills & Utilities,4503,Gas Bill - Expense,Cash,,2024-06-20,2024-06,20,Thursday
2024-06-20,Groceries,1124,Groceries - Purchase,Card,,2024-06-20,2024-06,20,Thursday
2024-06-20,Groceries,1054,Vegetables,Cash,,2024-06-20,2024-06,20,Thursday
2024-06-20,Shopping,5983,Amazon,Card,,2024-06-20,2024-06,20,Thursday
2024-06-21,Food & Dining,635,Dinner,Cash,,2024-06-21,2024-06,21,Friday
2024-06-21,Bills & Utilities,2439,Water,UPI,Monthly expense,2024-06-21,2024-06,21,Friday
2024-06-21,Healthcare,1916,Gym,Card,,2024-06-21,2024-06,21,Friday
2024-06-21,Bills & Utilities,2144,Water,Net Banking,,2024-06-21,2024-06,21,Friday
2024-06-21,Groceries,1132,Fruits - Payment,UPI,,2024-06-21,2024-06,21,Friday
2024-06-23,Other,998,Donation - Bill,Card,,2024-06-23,2024-06,23,Sunday
2024-06-23,Shopping,4298,Shoes,Card,,2024-06-23,2024-06,23,Sunday
2024-06-24,Food & Dining,185,Restaurant,Card,,2024-06-24,2024-06,24,Monday
2024-06-24,Groceries,307,Groceries - Bill,UPI,Planned expense,2024-06-24,2024-06,24,Monday
2024-06-24,Groceries,2792,Groceries,UPI,Planned expense,2024-06-24,2024-06,24,Monday
2024-06-25,Entertainment,458,Spotify,UPI,,2024-06-25,2024-06,25,Tuesday
2024-06-25,Groceries,1003,Weekly shopping,UPI,,2024-06-25,2024-06,25,Tuesday
2024-06-25,Transport,448,Uber - Expense,Cash,,2024-06-25,2024-06,25,Tuesday
2024-06-26,Groceries,1096,Fruits - Expense,Card,Urgent purchase,2024-06-26,2024-06,26,Wednesday
2024-06-26,Food & Dining,644,Coffee - Bill,UPI,Urgent purchase,2024-06-26,2024-06,26,Wednesday
2024-06-27,Food & Dining,320,Takeout - Purchase,Card,,2024-06-27,2024-06,27,Thursday
2024-06-27,Entertainment,722,Movie - Bill,Cash,,2024-06-27,2024-06,27,Thursday
2024-06-28,Shopping,8926,Amazon - Purchase,Cash,,2024-06-28,2024-06,28,Friday
2024-06-29,Food & Dining,450,Snacks,Card,,2024-06-29,2024-06,29,Saturday
2024-06-29,Food & Dining,275,Dinner - Purchase,Card,,2024-06-29,2024-06,29,Saturday
2024-06-29,Bills & Utilities,3515,Gas Bill - Expense,Card,,2024-06-29,2024-06,29,Saturday
2024-06-29,Transport,474,Ola,Cash,,2024-06-29,2024-06,29,Saturday
2024-06-30,Shopping,7914,Accessories,Cash,,2024-06-30,2024-06,30,Sunday
2024-06-30,Transport,186,Metro - Payment,Cash,,2024-06-30,2024-06,30,Sunday
2024-07-01,Entertainment,303,Spotify,Card,,2024-07-01,2024-07,1,Monday
2024-07-02,Shopping,1806,Shoes - Payment,Cash,,2024-07-02,2024-07,2,Tuesday
2024-07-02,Transport,199,Taxi,UPI,,2024-07-02,2024-07,2,Tuesday
2024-07-03,Food & Dining,102,Snacks - Purchase,Cash,,2024-07-03,2024-07,3,Wednesday
2024-07-03,Food & Dining,389,Cafe - Bill,UPI,Urgent purchase,2024-07-03,2024-07,3,Wednesday
2024-07-03,Bills & Utilities,1183,Mobile Recharge,Cash,,2024-07-03,2024-07,3,Wednesday
2024-07-03,Groceries,1617,Supermarket - Purchase,Cash,,2024-07-03,2024-07,3,Wednesday
2024-07-04,Groceries,2441,Groceries,UPI,Weekly expense,2024-07-04,2024-07,4,Thursday
2024-07-04,Groceries,1643,Fruits,Card,,2024-07-04,2024-07,4,Thursday
2024-07-04,Entertainment,791,Game,Cash,,2024-07-04,2024-07,4,Thursday
2024-07-05,Transport,419,Auto,Card,,2024-07-05,2024-07,5,Friday
2024-07-05,Groceries,739,Groceries - Payment,Card,,2024-07-05,2024-07,5,Friday
2024-07-06,Transport,118,Auto,Card,,2024-07-06,2024-07,6,Saturday
2024-07-06,Bills & Utilities,4474,Internet,Cash,,2024-07-06,2024-07,6,Saturday
2024-07-07,Food & Dining,499,Dinner,Cash,,2024-07-07,2024-07,7,Sunday
2024-07-07,Bills & Utilities,2170,Water,Cash,Monthly expense,2024-07-07,2024-07,7,Sunday
2024-07-08,Shopping,562,Clothes,Card,,2024-07-08,2024-07,8,Monday
2024-07-09,Entertainment,978,Concert,UPI,,2024-07-09,2024-07,9,Tuesday
2024-07-09,Food & Dining,512,Snacks,UPI,Urgent purchase,2024-07-09,2024-07,9,Tuesday
2024-07-12,Shopping,9987,Clothes - Purchase,UPI,,2024-07-12,2024-07,12,Friday
2024-07-12,Food & Dining,579,Restaurant - Bill,Card,,2024-07-12,2024-07,12,Friday
2024-07-13,Other,802,Repair,Card,Monthly expense,2024-07-13,2024-07,13,Saturday
2024-07-13,Entertainment,1780,Concert - Payment,UPI,,2024-07-13,2024-07,13,Saturday
2024-07-13,Food & Dining,999,Coffee,Card,,2024-07-13,2024-07,13,Saturday
2024-07-15,Bills & Utilities,3185,Electricity,Card,,2024-07-15,2024-07,15,Monday
2024-07-15,Transport,138,Auto,Card,,2024-07-15,2024-07,15,Monday
2024-07-15,Transport,425,Metro,Cash,,2024-07-15,2024-07,15,Monday
2024-07-15,Food & Dining,105,Lunch,Card,Urgent purchase,2024-07-15,2024-07,15,Monday
2024-07-16,Food & Dining,763,Cafe,Card,,2024-07-16,2024-07,16,Tuesday
2024-07-16,Groceries,425,Fruits,UPI,Urgent purchase,2024-07-16,2024-07,16,Tuesday
2024-07-17,Food & Dining,154,Snacks,UPI,,2024-07-17,2024-07,17,Wednesday
2024-07-17,Transport,259,Auto,Card,,2024-07-17,2024-07,17,Wednesday
2024-07-18,Shopping,7162,Accessories,Card,,2024-07-18,2024-07,18,Thursday
2024-07-18,Groceries,1361,Fruits,UPI,,2024-07-18,2024-07,18,Thursday
2024-07-18,Food & Dining,572,Cafe,UPI,,2024-07-18,2024-07,18,Thursday
2024-07-18,Groceries,761,Groceries,Card,,2024-07-18,2024-07,18,Thursday
2024-07-19,Healthcare,192,Health Checkup,Card,,2024-07-19,2024-07,19,Friday
2024-07-19,Food & Dining,542,Cafe,Cash,,2024-07-19,2024-07,19,Friday
2024-07-19,Transport,257,Bus,Card,,2024-07-19,2024-07,19,Friday
2024-07-20,Shopping,559,Accessories,UPI,,2024-07-20,2024-07,20,Saturday
2024-07-20,Groceries,1635,Weekly shopping - Payment,Cash,,2024-07-20,2024-07,20,Saturday
2024-07-20,Other,241,Misc,Card,,2024-07-20,2024-07,20,Saturday
2024-07-21,Transport,386,Metro - Bill,Card,Planned expense,2024-07-21,2024-07,21,Sunday
2024-07-21,Groceries,3228,Fruits,Card,,2024-07-21,2024-07,21,Sunday
2024-07-21,Shopping,860,Flipkart,Card,,2024-07-21,2024-07,21,Sunday
2024-07-22,Bills & Utilities,1300,Electricity,Card,Planned expense,2024-07-22,2024-07,22,Monday
2024-07-22,Shopping,7686,Accessories,UPI,,2024-07-22,2024-07,22,Monday
2024-07-22,Education,813,Course,Cash,,2024-07-22,2024-07,22,Monday
2024-07-24,Transport,289,Fuel,Card,Planned expense,2024-07-24,2024-07,24,Wednesday
2024-07-24,Food & Dining,562,Cafe,Card,,2024-07-24,2024-07,24,Wednesday
2024-07-25,Food & Dining,497,Coffee,UPI,,2024-07-25,2024-07,25,Thursday
2024-07-25,Other,887,Service - Purchase,UPI,,2024-07-25,2024-07,25,Thursday
2024-07-26,Transport,106,Metro,Card,,2024-07-26,2024-07,26,Friday
2024-07-26,Food & Dining,245,Snacks - Expense,UPI,,2024-07-26,2024-07,26,Friday
2024-07-28,Other,774,Donation,Cash,,2024-07-28,2024-07,28,Sunday
2024-07-28,Food & Dining,535,Dinner,UPI,,2024-07-28,2024-07,28,Sunday
2024-07-29,Groceries,2989,Fruits,Net Banking,,2024-07-29,2024-07,29,Monday
2024-07-29,Transport,313,Auto,UPI,,2024-07-29,2024-07,29,Monday
2024-07-31,Other,704,Donation,Card,,2024-07-31,2024-07,31,Wednesday
2024-08-01,Education,4967,School Fee - Payment,UPI,,2024-08-01,2024-08,1,Thursday
2024-08-04,Entertainment,1530,Netflix,Net Banking,,2024-08-04,2024-08,4,Sunday
2024-08-04,Food & Dining,282,Dinner,Cash,,2024-08-04,2024-08,4,Sunday
2024-08-04,Food & Dining,170,Restaurant,Card,,2024-08-04,2024-08,4,Sunday
2024-08-04,Groceries,928,Supermarket,Net Banking,,2024-08-04,2024-08,4,Sunday
2024-08-07,Transport,373,Metro,UPI,,2024-08-07,2024-08,7,Wednesday
2024-08-07,Transport,269,Bus,Cash,,2024-08-07,2024-08,7,Wednesday
2024-08-07,Entertainment,566,Game,UPI,,2024-08-07,2024-08,7,Wednesday
2024-08-07,Groceries,1731,Fruits,Cash,,2024-08-07,2024-08,7,Wednesday
2024-08-07,Shopping,3166,Accessories - Payment,UPI,,2024-08-07,2024-08,7,Wednesday
2024-08-08,Bills & Utilities,923,Electricity - Purchase,Card,,2024-08-08,2024-08,8,Thursday
2024-08-08,Shopping,1309,Electronics,Net Banking,,2024-08-08,2024-08,8,Thursday
2024-08-08,Food & Dining,103,Takeout - Payment,Card,,2024-08-08,2024-08,8,Thursday
2024-08-09,Bills & Utilities,4375,Internet,Card,Urgent purchase,2024-08-09,2024-08,9,Friday
2024-08-10,Shopping,9757,Clothes,Cash,,2024-08-10,2024-08,10,Saturday
2024-08-10,Bills & Utilities,3708,Electricity - Purchase,Card,,2024-08-10,2024-08,10,Saturday
2024-08-11,Food & Dining,964,Coffee,UPI,,2024-08-11,2024-08,11,Sunday
2024-08-11,Healthcare,489,Health Checkup,UPI,,2024-08-11,2024-08,11,Sunday
2024-08-11,Shopping,11734,Clothes,Card,,2024-08-11,2024-08,11,Sunday
2024-08-12,Groceries,2209,Weekly shopping - Payment,UPI,,2024-08-12,2024-08,12,Monday
2024-08-12,Bills & Utilities,641,Gas Bill,Cash,,2024-08-12,2024-08,12,Monday
2024-08-13,Food & Dining,262,Takeout,Net Banking,Weekly expense,2024-08-13,2024-08,13,Tuesday
2024-08-14,Education,4332,School Fee,Card,,2024-08-14,2024-08,14,Wednesday
2024-08-15,Bills & Utilities,934,Electricity,UPI,,2024-08-15,2024-08,15,Thursday
2024-08-15,Transport,275,Metro,UPI,,2024-08-15,2024-08,15,Thursday
2024-08-16,Transport,262,Taxi,UPI,,2024-08-16,2024-08,16,Friday
2024-08-16,Entertainment,344,Movie,Card,,2024-08-16,2024-08,16,Friday
2024-08-16,Shopping,8375,Amazon,Card,Urgent purchase,2024-08-16,2024-08,16,Friday
2024-08-17,Education,2080,Course - Payment,UPI,,2024-08-17,2024-08,17,Saturday
2024-08-17,Shopping,798,Clothes - Purchase,Cash,,2024-08-17,2024-08,17,Saturday
2024-08-18,Groceries,1644,Supermarket - Bill,Card,Planned expense,2024-08-18,2024-08,18,Sunday
2024-08-19,Food & Dining,649,Snacks,Cash,,2024-08-19,2024-08,19,Monday
2024-08-19,Food & Dining,745,Takeout,Net Banking,,2024-08-19,2024-08,19,Monday
2024-08-19,Groceries,1745,Vegetables,UPI,,2024-08-19,2024-08,19,Monday
2024-08-19,Transport,481,Bus,Card,,2024-08-19,2024-08,19,Monday
2024-08-21,Bills & Utilities,4836,Internet - Bill,Card,,2024-08-21,2024-08,21,Wednesday
2024-08-21,Shopping,2334,Shoes,Card,,2024-08-21,2024-08,21,Wednesday
2024-08-22,Food & Dining,187,Restaurant - Payment,UPI,,2024-08-22,2024-08,22,Thursday
2024-08-22,Food & Dining,748,Dinner,Card,,2024-08-22,2024-08,22,Thursday
2024-08-22,Food & Dining,451,Coffee,Card,,2024-08-22,2024-08,22,Thursday
2024-08-22,Other,222,Repair,Card,Monthly expense,2024-08-22,2024-08,22,Thursday
2024-08-22,Transport,245,Bus,UPI,,2024-08-22,2024-08,22,Thursday
2024-08-23,Food & Dining,600,Restaurant - Bill,Card,Urgent purchase,2024-08-23,2024-08,23,Friday
2024-08-23,Groceries,2584,Fruits,Card,,2024-08-23,2024-08,23,Friday
2024-08-23,Food & Dining,381,Takeout - Purchase,Cash,Weekly expense,2024-08-23,2024-08,23,Friday
2024-08-23,Transport,256,Bus - Expense,UPI,,2024-08-23,2024-08,23,Friday
2024-08-23,Entertainment,389,Netflix,Card,,2024-08-23,2024-08,23,Friday
2024-08-25,Groceries,1634,Weekly shopping - Bill,UPI,,2024-08-25,2024-08,25,Sunday
2024-08-25,Food & Dining,391,Restaurant,Card,,2024-08-25,2024-08,25,Sunday
2024-08-26,Bills & Utilities,2979,Water,Card,Weekly expense,2024-08-26,2024-08,26,Monday
2024-08-26,Entertainment,1552,Spotify,Cash,,2024-08-26,2024-08,26,Monday
2024-08-27,Food & Dining,305,Snacks,Cash,,2024-08-27,2024-08,27,Tuesday
2024-08-27,Entertainment,272,Game,UPI,,2024-08-27,2024-08,27,Tuesday
2024-08-27,Transport,340,Taxi,Net Banking,Monthly expense,2024-08-27,2024-08,27,Tuesday
2024-08-28,Food & Dining,98,Takeout,UPI,,2024-08-28,2024-08,28,Wednesday
2024-08-28,Shopping,4366,Accessories,Cash,Urgent purchase,2024-08-28,2024-08,28,Wednesday
2024-08-28,Transport,493,Auto,Card,Planned expense,2024-08-28,2024-08,28,Wednesday
2024-08-29,Food & Dining,272,Takeout,UPI,,2024-08-29,2024-08,29,Thursday
2024-08-30,Education,1684,Books,Cash,,2024-08-30,2024-08,30,Friday
2024-08-30,Shopping,6911,Electronics - Purchase,Card,,2024-08-30,2024-08,30,Friday
2024-08-31,Groceries,1424,Groceries,Card,Planned expense,2024-08-31,2024-08,31,Saturday
2024-08-31,Transport,611,Taxi,UPI,Weekly expense,2024-08-31,2024-08,31,Saturday
2024-08-31,Healthcare,1344,Health Checkup,Cash,,2024-08-31,2024-08,31,Saturday
2024-09-01,Groceries,2510,Weekly shopping - Bill,Cash,Planned expense,2024-09-01,2024-09,1,Sunday
2024-09-01,Shopping,9932,Electronics,Card,,2024-09-01,2024-09,1,Sunday
2024-09-02,Shopping,1596,Amazon,Card,,2024-09-02,2024-09,2,Monday
2024-09-02,Shopping,6189,Clothes,UPI,,2024-09-02,2024-09,2,Monday
2024-09-02,Food & Dining,381,Lunch,UPI,,2024-09-02,2024-09,2,Monday
2024-09-03,Food & Dining,791,Snacks,Card,,2024-09-03,2024-09,3,Tuesday
2024-09-05,Food & Dining,657,Restaurant - Expense,UPI,,2024-09-05,2024-09,5,Thursday
2024-09-05,Groceries,1673,Fruits,Cash,,2024-09-05,2024-09,5,Thursday
2024-09-06,Food & Dining,199,Coffee,Card,,2024-09-06,2024-09,6,Friday
2024-09-06,Bills & Utilities,948,Mobile Recharge,Card,,2024-09-06,2024-09,6,Friday
2024-09-06,Groceries,2471,Supermarket - Payment,Card,,2024-09-06,2024-09,6,Friday
2024-09-06,Education,3286,Tuition,Cash,,2024-09-06,2024-09,6,Friday
2024-09-07,Bills & Utilities,2822,Internet - Expense,UPI,,2024-09-07,2024-09,7,Saturday
2024-09-07,Groceries,367,Fruits,UPI,,2024-09-07,2024-09,7,Saturday
2024-09-07,Groceries,3461,Weekly shopping - Payment,UPI,,2024-09-07,2024-09,7,Saturday
2024-09-09,Bills & Utilities,1631,Internet,Card,,2024-09-09,2024-09,9,Monday
2024-09-09,Transport,405,Ola,UPI,,2024-09-09,2024-09,9,Monday
2024-09-09,Shopping,3471,Amazon,UPI,,2024-09-09,2024-09,9,Monday
2024-09-09,Food & Dining,785,Coffee,UPI,,2024-09-09,2024-09,9,Monday
2024-09-09,Food & Dining,578,Snacks - Purchase,Cash,,2024-09-09,2024-09,9,Monday
2024-09-10,Education,4664,School Fee,UPI,,2024-09-10,2024-09,10,Tuesday
2024-09-10,Entertainment,295,Concert,Card,,2024-09-10,2024-09,10,Tuesday
2024-09-11,Shopping,6441,Accessories,UPI,,2024-09-11,2024-09,11,Wednesday
2024-09-11,Food & Dining,304,Cafe,Card,,2024-09-11,2024-09,11,Wednesday
2024-09-11,Transport,75,Ola,Card,,2024-09-11,2024-09,11,Wednesday
2024-09-11,Transport,42,Uber,Card,,2024-09-11,2024-09,11,Wednesday
2024-09-12,Transport,499,Bus,Cash,,2024-09-12,2024-09,12,Thursday
2024-09-13,Entertainment,1144,Netflix,Card,,2024-09-13,2024-09,13,Friday
2024-09-13,Food & Dining,588,Cafe - Expense,Card,,2024-09-13,2024-09,13,Friday
2024-09-13,Healthcare,1035,Doctor - Purchase,UPI,Monthly expense,2024-09-13,2024-09,13,Friday
2024-09-14,Transport,433,Uber,UPI,,2024-09-14,2024-09,14,Saturday
2024-09-14,Groceries,3235,Supermarket,Cash,,2024-09-14,2024-09,14,Saturday
2024-09-14,Food & Dining,896,Takeout - Payment,Cash,,2024-09-14,2024-09,14,Saturday
2024-09-15,Healthcare,182,Gym,Cash,Weekly expense,2024-09-15,2024-09,15,Sunday
2024-09-15,Food & Dining,1354,Snacks - Purchase,Card,,2024-09-15,2024-09,15,Sunday
2024-09-15,Shopping,6811,Flipkart - Bill,Card,,2024-09-15,2024-09,15,Sunday
2024-09-16,Transport,401,Taxi,Cash,,2024-09-16,2024-09,16,Monday
2024-09-17,Groceries,2529,Fruits,Card,,2024-09-17,2024-09,17,Tuesday
2024-09-17,Food & Dining,85,Takeout,UPI,,2024-09-17,2024-09,17,Tuesday
2024-09-17,Food & Dining,612,Dinner,Card,,2024-09-17,2024-09,17,Tuesday
2024-09-18,Food & Dining,510,Dinner - Payment,Card,,2024-09-18,2024-09,18,Wednesday
2024-09-18,Food & Dining,467,Restaurant,Net Banking,,2024-09-18,2024-09,18,Wednesday
2024-09-19,Groceries,1924,Vegetables - Expense,Card,,2024-09-19,2024-09,19,Thursday
2024-09-19,Entertainment,845,Spotify,UPI,,2024-09-19,2024-09,19,Thursday
2024-09-19,Transport,110,Fuel - Payment,Card,,2024-09-19,2024-09,19,Thursday
2024-09-19,Food & Dining,181,Dinner,UPI,,2024-09-19,2024-09,19,Thursday
2024-09-20,Transport,122,Fuel,Card,,2024-09-20,2024-09,20,Friday
2024-09-20,Transport,145,Taxi,UPI,,2024-09-20,2024-09,20,Friday
2024-09-20,Shopping,920,Accessories,Cash,,2024-09-20,2024-09,20,Friday
2024-09-21,Other,112,Gift,Card,,2024-09-21,2024-09,21,Saturday
2024-09-21,Transport,549,Fuel,UPI,Urgent purchase,2024-09-21,2024-09,21,Saturday
2024-09-21,Healthcare,2055,Medicine,Net Banking,,2024-09-21,2024-09,21,Saturday
2024-09-21,Transport,843,Auto - Purchase,UPI,,2024-09-21,2024-09,21,Saturday
2024-09-22,Transport,579,Ola,UPI,,2024-09-22,2024-09,22,Sunday
2024-09-23,Food & Dining,170,Coffee,Cash,,2024-09-23,2024-09,23,Monday
2024-09-23,Entertainment,1784,Netflix - Bill,Cash,,2024-09-23,2024-09,23,Monday
2024-09-24,Transport,430,Bus,Cash,,2024-09-24,2024-09,24,Tuesday
2024-09-24,Bills & Utilities,4407,Electricity - Expense,Card,,2024-09-24,2024-09,24,Tuesday
2024-09-24,Groceries,2989,Vegetables,Card,,2024-09-24,2024-09,24,Tuesday
2024-09-26,Food & Dining,457,Snacks - Bill,Net Banking,,2024-09-26,2024-09,26,Thursday
2024-09-27,Other,579,Gift - Purchase,UPI,,2024-09-27,2024-09,27,Friday
2024-09-27,Groceries,1541,Vegetables,UPI,Monthly expense,2024-09-27,2024-09,27,Friday
2024-09-28,Healthcare,1707,Health Checkup,UPI,,2024-09-28,2024-09,28,Saturday
2024-09-28,Other,336,Donation,Net Banking,,2024-09-28,2024-09,28,Saturday
2024-09-29,Shopping,8715,Clothes,Card,,2024-09-29,2024-09,29,Sunday
2024-09-30,Food & Dining,320,Coffee,Card,Planned expense,2024-09-30,2024-09,30,Monday
2024-09-30,Transport,48,Ola,UPI,Planned expense,2024-09-30,2024-09,30,Monday
2024-09-30,Groceries,892,Groceries - Expense,UPI,Planned expense,2024-09-30,2024-09,30,Monday
2024-10-02,Other,187,Misc,Cash,Weekly expense,2024-10-02,2024-10,2,Wednesday
2024-10-02,Shopping,6533,Accessories,UPI,,2024-10-02,2024-10,2,Wednesday
2024-10-03,Transport,30,Metro,UPI,,2024-10-03,2024-10,3,Thursday
2024-10-03,Entertainment,1008,Concert,UPI,,2024-10-03,2024-10,3,Thursday
2024-10-03,Other,879,Misc,UPI,,2024-10-03,2024-10,3,Thursday
2024-10-04,Shopping,4163,Amazon - Purchase,Card,,2024-10-04,2024-10,4,Friday
2024-10-04,Entertainment,147,Spotify - Bill,Net Banking,,2024-10-04,2024-10,4,Friday
2024-10-05,Bills & Utilities,1701,Mobile Recharge - Payment,Net Banking,,2024-10-05,2024-10,5,Saturday
2024-10-05,Groceries,4693,Vegetables,Card,Weekly expense,2024-10-05,2024-10,5,Saturday
2024-10-05,Entertainment,523,Movie,UPI,,2024-10-05,2024-10,5,Saturday
2024-10-05,Healthcare,1383,Health Checkup,Card,,2024-10-05,2024-10,5,Saturday
2024-10-07,Shopping,6454,Shoes,UPI,,2024-10-07,2024-10,7,Monday
2024-10-07,Groceries,1861,Weekly shopping,Cash,,2024-10-07,2024-10,7,Monday
2024-10-08,Bills & Utilities,2442,Internet,UPI,,2024-10-08,2024-10,8,Tuesday
2024-10-08,Bills & Utilities,2310,Gas Bill - Payment,Card,Planned expense,2024-10-08,2024-10,8,Tuesday
2024-10-08,Food & Dining,511,Snacks,Card,,2024-10-08,2024-10,8,Tuesday
2024-10-10,Transport,235,Taxi - Payment,Cash,,2024-10-10,2024-10,10,Thursday
2024-10-10,Food & Dining,351,Restaurant,UPI,,2024-10-10,2024-10,10,Thursday
2024-10-12,Transport,587,Bus,Card,Planned expense,2024-10-12,2024-10,12,Saturday
2024-10-12,Groceries,980,Groceries,Card,Weekly expense,2024-10-12,2024-10,12,Saturday
2024-10-13,Healthcare,1109,Health Checkup - Purchase,Cash,,2024-10-13,2024-10,13,Sunday
2024-10-13,Transport,626,Uber,Card,,2024-10-13,2024-10,13,Sunday
2024-10-14,Shopping,8089,Amazon,Cash,,2024-10-14,2024-10,14,Monday
2024-10-15,Groceries,1665,Groceries,Cash,Weekly expense,2024-10-15,2024-10,15,Tuesday
2024-10-16,Food & Dining,76,Dinner,Cash,,2024-10-16,2024-10,16,Wednesday
2024-10-16,Entertainment,1558,Netflix,Card,,2024-10-16,2024-10,16,Wednesday
2024-10-17,Transport,247,Uber,Cash,,2024-10-17,2024-10,17,Thursday
2024-10-17,Food & Dining,751,Snacks,Card,,2024-10-17,2024-10,17,Thursday
2024-10-18,Food & Dining,486,Lunch,Cash,,2024-10-18,2024-10,18,Friday
2024-10-18,Bills & Utilities,1297,Water,Card,,2024-10-18,2024-10,18,Friday
2024-10-18,Entertainment,510,Movie - Bill,Card,,2024-10-18,2024-10,18,Friday
2024-10-18,Food & Dining,254,Takeout,Card,,2024-10-18,2024-10,18,Friday
2024-10-18,Transport,154,Taxi,UPI,,2024-10-18,2024-10,18,Friday
2024-10-20,Food & Dining,162,Cafe - Expense,Card,Monthly expense,2024-10-20,2024-10,20,Sunday
2024-10-20,Bills & Utilities,6593,Internet - Bill,Net Banking,Planned expense,2024-10-20,2024-10,20,Sunday
2024-10-21,Shopping,978,Accessories,UPI,Planned expense,2024-10-21,2024-10,21,Monday
2024-10-22,Transport,491,Bus,UPI,Weekly expense,2024-10-22,2024-10,22,Tuesday
2024-10-22,Groceries,1596,Groceries,UPI,,2024-10-22,2024-10,22,Tuesday
